GEN_DB,SP_DB,COUNTRY,LAT,LONG,Make SDM,Philippine map
Diplacina,smaragdina,Indonesia,-2.534,140.718,Yes,
Diplacina,smaragdina,Indonesia,-2.51071,140.52702,Yes,
Diplacina,smaragdina,Indonesia,-1.89472,130.08361,Yes,
Diplacina,smaragdina,Indonesia,-1.76365,136.1645,Yes,
Diplacina,smaragdina,Indonesia,-1.7054,136.44722,Yes,
Diplacina,smaragdina,Indonesia,-0.824,132.637,Yes,
Diplacina,smaragdina,Papua New Guinea,-6.835,146.628,Yes,
Diplacina,smaragdina,Papua New Guinea,-6.7166,145.0833,Yes,
Diplacina,smaragdina,Papua New Guinea,-6.483,147.767,Yes,
Diplacina,smaragdina,Papua New Guinea,-6.233,146.183,Yes,
Diplacina,smaragdina,Papua New Guinea,-5.669,146.373,Yes,
Diplacina,smaragdina,Papua New Guinea,-5.2937,141.2524,Yes,
Diplacina,smaragdina,Papua New Guinea,-3.196,142.232,Yes,
Diplacina,torrenticola,Indonesia,-5.0169,119.68463,Yes,
Diplacina,torrenticola,Indonesia,-3.432,119.344,Yes,
Diplacina,torrenticola,Indonesia,-2.993,120.197,Yes,
Diplacina,torrenticola,Indonesia,-2.513,120.806,Yes,
Diplacina,torrenticola,Indonesia,-1.21667,120.18333,Yes,
Diplacina,torrenticola,Indonesia,-1.181,119.939,Yes,
Diplacina,torrenticola,Indonesia,0.56667,123.9,Yes,
Diplacina,torrenticola,Indonesia,0.73899,124.32438,Yes,
Diplacina,torrenticola,Indonesia,1.558,124.864,Yes,
Diplacodes,bipunctata,Indonesia,-9.93547,120.66997,Yes,
Diplacodes,bipunctata,Indonesia,-9.88246,120.66506,Yes,
Diplacodes,bipunctata,Indonesia,-8.52712,140.40563,Yes,
Diplacodes,bipunctata,Indonesia,-8.4972,141.02385,Yes,
Diplacodes,bipunctata,Indonesia,-8.2827,140.3652,Yes,
Diplacodes,bipunctata,Indonesia,-8.25345,140.767,Yes,
Diplacodes,bipunctata,Indonesia,-7.923,129.609,Yes,
Diplacodes,bipunctata,Indonesia,-7.916667,129.75,Yes,
Diplacodes,bipunctata,Indonesia,-6.192,134.551,Yes,
Diplacodes,bipunctata,Indonesia,-5.698,132.968,Yes,
Diplacodes,bipunctata,Indonesia,-5.65351,132.99709,Yes,
Diplacodes,bipunctata,Indonesia,-4.20639,139.02844,Yes,
Diplacodes,bipunctata,Indonesia,-3.914,136.229,Yes,
Diplacodes,bipunctata,Indonesia,-3.638056,128.117222,Yes,
Diplacodes,bipunctata,Papua New Guinea,-3.289,151.933,Yes,
Diplacodes,bipunctata,Timor Leste,-8.471,127.141,Yes,
Diplacodes,haematodes,Indonesia,-10.2844,123.7968,Yes,
Diplacodes,haematodes,Indonesia,-10.1718,123.6075,Yes,
Diplacodes,haematodes,Indonesia,-10.02,124.53,Yes,
Diplacodes,haematodes,Indonesia,-9.86,124.28,Yes,
Diplacodes,haematodes,Indonesia,-9.694,124.433,Yes,
Diplacodes,haematodes,Indonesia,-6.742,139.226,Yes,
Diplacodes,haematodes,Indonesia,-5.28184,138.2703,Yes,
Diplacodes,haematodes,Papua New Guinea,-9.443,147.18,Yes,
Diplacodes,haematodes,Papua New Guinea,-7.73333,146.48333,Yes,
Diplacodes,haematodes,Papua New Guinea,-6.765,146.643,Yes,
Diplacodes,haematodes,Papua New Guinea,-6.73427,146.99665,Yes,
Diplacodes,haematodes,Papua New Guinea,-6.6253,147.02064,Yes,
Diplacodes,haematodes,Papua New Guinea,-5.45976,145.75195,Yes,
Diplacodes,haematodes,Papua New Guinea,-5.4333,145.7333,Yes,
Diplacodes,haematodes,Timor Leste,-9.276,124.413,Yes,
Diplacodes,haematodes,Timor Leste,-9.185,124.41,Yes,
Diplacodes,haematodes,Timor Leste,-8.62,125.542,Yes,
Diplacodes,nebulosa,Indonesia,-8.66075,140.840667,Yes,
Diplacodes,nebulosa,Indonesia,-8.4972,141.02385,Yes,
Diplacodes,nebulosa,Indonesia,-6.742,139.226,Yes,
Diplacodes,nebulosa,Indonesia,-6.2,106.816667,Yes,
Diplacodes,nebulosa,Indonesia,-3.46057,126.63348,Yes,
Diplacodes,nebulosa,Indonesia,-3.25249,104.67555,Yes,
Diplacodes,nebulosa,Indonesia,-3.24571,107.51605,Yes,
Diplacodes,nebulosa,Indonesia,-3.16495,108.0197,Yes,
Diplacodes,nebulosa,Indonesia,-3.107874,107.845101,Yes,
Diplacodes,nebulosa,Indonesia,-3.10692,107.85822,Yes,
Diplacodes,nebulosa,Indonesia,-3.103595,107.856777,Yes,
Diplacodes,nebulosa,Indonesia,-2.989193,107.52173,Yes,
Diplacodes,nebulosa,Indonesia,-2.968,108.147,Yes,
Diplacodes,nebulosa,Indonesia,-2.90318,107.453615,Yes,
Diplacodes,nebulosa,Indonesia,-2.850744,107.40135,Yes,
Diplacodes,nebulosa,Indonesia,-2.819,107.718,Yes,
Diplacodes,nebulosa,Indonesia,-2.780886,107.629504,Yes,
Diplacodes,nebulosa,Indonesia,-2.768966,107.62724,Yes,
Diplacodes,nebulosa,Indonesia,-2.731,107.686,Yes,
Diplacodes,nebulosa,Indonesia,-2.569984,107.628172,Yes,
Diplacodes,nebulosa,Indonesia,-2.550742,107.652215,Yes,
Diplacodes,nebulosa,Indonesia,-2.26564,106.01309,Yes,
Diplacodes,nebulosa,Indonesia,-0.5371,100.80485,Yes,
Diplacodes,nebulosa,Indonesia,-0.46667,100.76667,Yes,
Diplacodes,nebulosa,Indonesia,-0.399,103.54,Yes,
Diplacodes,nebulosa,Indonesia,2.9169,98.1995,Yes,
Diplacodes,nebulosa,Malaysia,2.2781,102.3012,Yes,
Diplacodes,nebulosa,Malaysia,2.438915,103.272858,Yes,
Diplacodes,nebulosa,Malaysia,2.85708,101.61727,Yes,
Diplacodes,nebulosa,Malaysia,2.85815,101.61283,Yes,
Diplacodes,nebulosa,Malaysia,2.85842,101.61138,Yes,
Diplacodes,nebulosa,Malaysia,2.92227,101.7832,Yes,
Diplacodes,nebulosa,Malaysia,3.03008,102.6584,Yes,
Diplacodes,nebulosa,Malaysia,3.055,102.629,Yes,
Diplacodes,nebulosa,Malaysia,3.06676,101.88039,Yes,
Diplacodes,nebulosa,Malaysia,3.15,101.55,Yes,
Diplacodes,nebulosa,Malaysia,3.16664,101.58079,Yes,
Diplacodes,nebulosa,Malaysia,3.183,101.7,Yes,
Diplacodes,nebulosa,Malaysia,3.395488,101.497814,Yes,
Diplacodes,nebulosa,Malaysia,3.434,102.919,Yes,
Diplacodes,nebulosa,Malaysia,3.4661,101.4421,Yes,
Diplacodes,nebulosa,Malaysia,3.862,103.363,Yes,
Diplacodes,nebulosa,Malaysia,4.2667,101.2333,Yes,
Diplacodes,nebulosa,Malaysia,4.88388,103.37751,Yes,
Diplacodes,nebulosa,Malaysia,5.055,100.7842,Yes,
Diplacodes,nebulosa,Malaysia,5.38367,100.24654,Yes,
Diplacodes,nebulosa,Malaysia,6.0833,102.2833,Yes,
Diplacodes,nebulosa,Malaysia,6.1333,102.25,Yes,
Diplacodes,nebulosa,Malaysia,6.361152,99.79268,Yes,
Diplacodes,nebulosa,Malaysia,6.37038,99.67143,Yes,
Diplacodes,nebulosa,Malaysia,6.425,99.795,Yes,
Diplacodes,nebulosa,Malaysia,6.62815,100.18714,Yes,
Diplacodes,nebulosa,Malaysia,6.67414,100.1823,Yes,
Diplacodes,nebulosa,Papua New Guinea,-3.289,151.933,Yes,
Diplacodes,nebulosa,Papua New Guinea,-2.583,150.778,Yes,
Diplacodes,nebulosa,Singapore,1.28639,103.79,Yes,
Diplacodes,nebulosa,Singapore,1.2876,103.79257,Yes,
Diplacodes,nebulosa,Singapore,1.30078,103.91219,Yes,
Diplacodes,nebulosa,Singapore,1.345,103.824,Yes,
Diplacodes,nebulosa,Singapore,1.37732,103.78813,Yes,
Diplacodes,nebulosa,Singapore,1.378,103.809,Yes,
Diplacodes,trivialis,Brunei,4.6167,114.4333,Yes,
Diplacodes,trivialis,Brunei,4.7667,114.7,Yes,
Diplacodes,trivialis,Brunei,4.95,114.95,Yes,
Diplacodes,trivialis,Brunei,4.9667,114.8667,Yes,
Diplacodes,trivialis,Brunei,5.0333,115.05,Yes,
Diplacodes,trivialis,Indonesia,-10.8545,122.8306,Yes,
Diplacodes,trivialis,Indonesia,-10.8537,122.9221,Yes,
Diplacodes,trivialis,Indonesia,-10.8471,122.9176,Yes,
Diplacodes,trivialis,Indonesia,-10.781,122.8153,Yes,
Diplacodes,trivialis,Indonesia,-10.71838,123.17434,Yes,
Diplacodes,trivialis,Indonesia,-10.7109,123.101,Yes,
Diplacodes,trivialis,Indonesia,-10.272,123.348,Yes,
Diplacodes,trivialis,Indonesia,-10.147,123.6353,Yes,
Diplacodes,trivialis,Indonesia,-10.1209,123.7054,Yes,
Diplacodes,trivialis,Indonesia,-10.1018,123.716,Yes,
Diplacodes,trivialis,Indonesia,-10.1017,123.7497,Yes,
Diplacodes,trivialis,Indonesia,-10.1011,123.7496,Yes,
Diplacodes,trivialis,Indonesia,-10.0556,120.4671,Yes,
Diplacodes,trivialis,Indonesia,-10.02,124.53,Yes,
Diplacodes,trivialis,Indonesia,-9.963609,120.634924,Yes,
Diplacodes,trivialis,Indonesia,-9.93547,120.66997,Yes,
Diplacodes,trivialis,Indonesia,-9.86,124.28,Yes,
Diplacodes,trivialis,Indonesia,-9.81361,124.47649,Yes,
Diplacodes,trivialis,Indonesia,-9.71355,119.352854,Yes,
Diplacodes,trivialis,Indonesia,-9.675,120.315,Yes,
Diplacodes,trivialis,Indonesia,-9.657,120.264,Yes,
Diplacodes,trivialis,Indonesia,-9.6539,119.8215,Yes,
Diplacodes,trivialis,Indonesia,-9.644,119.682,Yes,
Diplacodes,trivialis,Indonesia,-9.6071,119.4155,Yes,
Diplacodes,trivialis,Indonesia,-9.586223,119.004677,Yes,
Diplacodes,trivialis,Indonesia,-9.5652,119.191,Yes,
Diplacodes,trivialis,Indonesia,-9.3927,119.2216,Yes,
Diplacodes,trivialis,Indonesia,-8.807,115.129,Yes,
Diplacodes,trivialis,Indonesia,-8.704,115.17,Yes,
Diplacodes,trivialis,Indonesia,-8.66806,115.25389,Yes,
Diplacodes,trivialis,Indonesia,-8.66075,140.840667,Yes,
Diplacodes,trivialis,Indonesia,-8.646,120.341,Yes,
Diplacodes,trivialis,Indonesia,-8.58698,116.11499,Yes,
Diplacodes,trivialis,Indonesia,-8.57528,115.28917,Yes,
Diplacodes,trivialis,Indonesia,-8.565858,116.233728,Yes,
Diplacodes,trivialis,Indonesia,-8.565,116.351,Yes,
Diplacodes,trivialis,Indonesia,-8.55861,115.4225,Yes,
Diplacodes,trivialis,Indonesia,-8.55,115.16667,Yes,
Diplacodes,trivialis,Indonesia,-8.55,119.45,Yes,
Diplacodes,trivialis,Indonesia,-8.5469,115.2158,Yes,
Diplacodes,trivialis,Indonesia,-8.53167,116.06972,Yes,
Diplacodes,trivialis,Indonesia,-8.512695,115.12702,Yes,
Diplacodes,trivialis,Indonesia,-8.505,116.05444,Yes,
Diplacodes,trivialis,Indonesia,-8.49734,140.3943,Yes,
Diplacodes,trivialis,Indonesia,-8.4972,141.02385,Yes,
Diplacodes,trivialis,Indonesia,-8.49317,117.42024,Yes,
Diplacodes,trivialis,Indonesia,-8.491,116.556,Yes,
Diplacodes,trivialis,Indonesia,-8.487,116.043,Yes,
Diplacodes,trivialis,Indonesia,-8.47013,116.0857,Yes,
Diplacodes,trivialis,Indonesia,-8.452451,118.728406,Yes,
Diplacodes,trivialis,Indonesia,-8.45,115.617,Yes,
Diplacodes,trivialis,Indonesia,-8.45,116.08028,Yes,
Diplacodes,trivialis,Indonesia,-8.421,121.026,Yes,
Diplacodes,trivialis,Indonesia,-8.35003,115.19345,Yes,
Diplacodes,trivialis,Indonesia,-8.30139,116.40417,Yes,
Diplacodes,trivialis,Indonesia,-8.2789,115.165,Yes,
Diplacodes,trivialis,Indonesia,-8.153,124.592,Yes,
Diplacodes,trivialis,Indonesia,-8.112,115.088,Yes,
Diplacodes,trivialis,Indonesia,-7.983,113.267,Yes,
Diplacodes,trivialis,Indonesia,-7.951,112.67,Yes,
Diplacodes,trivialis,Indonesia,-7.90833,112.28333,Yes,
Diplacodes,trivialis,Indonesia,-7.87882,112.36222,Yes,
Diplacodes,trivialis,Indonesia,-7.79786,126.28364,Yes,
Diplacodes,trivialis,Indonesia,-7.61231,111.27458,Yes,
Diplacodes,trivialis,Indonesia,-7.60935,111.27515,Yes,
Diplacodes,trivialis,Indonesia,-7.59056,110.97193,Yes,
Diplacodes,trivialis,Indonesia,-7.5,131.5,Yes,
Diplacodes,trivialis,Indonesia,-7.249,112.751,Yes,
Diplacodes,trivialis,Indonesia,-7,113.333333,Yes,
Diplacodes,trivialis,Indonesia,-6.89527,109.663,Yes,
Diplacodes,trivialis,Indonesia,-6.873572,115.352288,Yes,
Diplacodes,trivialis,Indonesia,-6.73028,107.0675,Yes,
Diplacodes,trivialis,Indonesia,-6.651667,139.22833,Yes,
Diplacodes,trivialis,Indonesia,-6.59444,106.78917,Yes,
Diplacodes,trivialis,Indonesia,-6.587,105.207,Yes,
Diplacodes,trivialis,Indonesia,-6.45083,106.80139,Yes,
Diplacodes,trivialis,Indonesia,-6.2,106.816667,Yes,
Diplacodes,trivialis,Indonesia,-6.192,134.551,Yes,
Diplacodes,trivialis,Indonesia,-6.152,105.444,Yes,
Diplacodes,trivialis,Indonesia,-6.14902,105.46321,Yes,
Diplacodes,trivialis,Indonesia,-6.1,105.4333,Yes,
Diplacodes,trivialis,Indonesia,-6.095,105.379,Yes,
Diplacodes,trivialis,Indonesia,-6.0833,105.4667,Yes,
Diplacodes,trivialis,Indonesia,-6.057,106.852,Yes,
Diplacodes,trivialis,Indonesia,-5.923,106.723,Yes,
Diplacodes,trivialis,Indonesia,-5.81917,110.459,Yes,
Diplacodes,trivialis,Indonesia,-5.766667,112.666667,Yes,
Diplacodes,trivialis,Indonesia,-5.598,106.553,Yes,
Diplacodes,trivialis,Indonesia,-5.40896,105.25987,Yes,
Diplacodes,trivialis,Indonesia,-5.401289,102.245086,Yes,
Diplacodes,trivialis,Indonesia,-5.35262,102.27431,Yes,
Diplacodes,trivialis,Indonesia,-5.0667,104.05,Yes,
Diplacodes,trivialis,Indonesia,-5.05917,119.71843,Yes,
Diplacodes,trivialis,Indonesia,-5.01594,119.68285,Yes,
Diplacodes,trivialis,Indonesia,-4.86816,119.73475,Yes,
Diplacodes,trivialis,Indonesia,-4.8625,103.930556,Yes,
Diplacodes,trivialis,Indonesia,-4.83855,119.59689,Yes,
Diplacodes,trivialis,Indonesia,-4.83538,119.65136,Yes,
Diplacodes,trivialis,Indonesia,-4.78828,119.85383,Yes,
Diplacodes,trivialis,Indonesia,-3.77691,126.51276,Yes,
Diplacodes,trivialis,Indonesia,-3.66552,133.76364,Yes,
Diplacodes,trivialis,Indonesia,-3.638056,128.117222,Yes,
Diplacodes,trivialis,Indonesia,-3.621,126.206,Yes,
Diplacodes,trivialis,Indonesia,-3.55872,128.65638,Yes,
Diplacodes,trivialis,Indonesia,-3.46057,126.63348,Yes,
Diplacodes,trivialis,Indonesia,-3.24571,107.51605,Yes,
Diplacodes,trivialis,Indonesia,-3.107874,107.845101,Yes,
Diplacodes,trivialis,Indonesia,-3.103595,107.856777,Yes,
Diplacodes,trivialis,Indonesia,-3.002,100.332,Yes,
Diplacodes,trivialis,Indonesia,-2.949991,107.526154,Yes,
Diplacodes,trivialis,Indonesia,-2.891117,107.472727,Yes,
Diplacodes,trivialis,Indonesia,-2.850744,107.40135,Yes,
Diplacodes,trivialis,Indonesia,-2.83333,107.91667,Yes,
Diplacodes,trivialis,Indonesia,-2.793,107.849,Yes,
Diplacodes,trivialis,Indonesia,-2.569984,107.628172,Yes,
Diplacodes,trivialis,Indonesia,-2.56772,140.64682,Yes,
Diplacodes,trivialis,Indonesia,-2.550742,107.652215,Yes,
Diplacodes,trivialis,Indonesia,-2.534,140.718,Yes,
Diplacodes,trivialis,Indonesia,-2.5315,112.9496,Yes,
Diplacodes,trivialis,Indonesia,-2.26564,106.01309,Yes,
Diplacodes,trivialis,Indonesia,-2.2,99.667,Yes,
Diplacodes,trivialis,Indonesia,-2.0561,101.3913,Yes,
Diplacodes,trivialis,Indonesia,-1.86919,125.84377,Yes,
Diplacodes,trivialis,Indonesia,-1.76365,136.1645,Yes,
Diplacodes,trivialis,Indonesia,-1.61265,108.89258,Yes,
Diplacodes,trivialis,Indonesia,-1.4511,115.9983,Yes,
Diplacodes,trivialis,Indonesia,-1.365,98.922,Yes,
Diplacodes,trivialis,Indonesia,-1.145,116.837,Yes,
Diplacodes,trivialis,Indonesia,-1.144,116.836,Yes,
Diplacodes,trivialis,Indonesia,-1.143,116.837,Yes,
Diplacodes,trivialis,Indonesia,-1.05,116.95,Yes,
Diplacodes,trivialis,Indonesia,-1.0167,101.25,Yes,
Diplacodes,trivialis,Indonesia,-0.9833,116.95,Yes,
Diplacodes,trivialis,Indonesia,-0.95,100.353056,Yes,
Diplacodes,trivialis,Indonesia,-0.914444,100.4625,Yes,
Diplacodes,trivialis,Indonesia,-0.90491,130.55226,Yes,
Diplacodes,trivialis,Indonesia,-0.866667,100.766667,Yes,
Diplacodes,trivialis,Indonesia,-0.78825,130.70556,Yes,
Diplacodes,trivialis,Indonesia,-0.77315,135.71815,Yes,
Diplacodes,trivialis,Indonesia,-0.737544,100.985912,Yes,
Diplacodes,trivialis,Indonesia,-0.666667,100.783333,Yes,
Diplacodes,trivialis,Indonesia,-0.6135,100.5393,Yes,
Diplacodes,trivialis,Indonesia,-0.4842,100.3379,Yes,
Diplacodes,trivialis,Indonesia,-0.46667,100.76667,Yes,
Diplacodes,trivialis,Indonesia,-0.44512,100.08,Yes,
Diplacodes,trivialis,Indonesia,-0.30907,100.37055,Yes,
Diplacodes,trivialis,Indonesia,-0.28067,100.45362,Yes,
Diplacodes,trivialis,Indonesia,-0.27877,100.28802,Yes,
Diplacodes,trivialis,Indonesia,-0.2206,100.631,Yes,
Diplacodes,trivialis,Indonesia,0.48367,101.38952,Yes,
Diplacodes,trivialis,Indonesia,0.5369,101.06146,Yes,
Diplacodes,trivialis,Indonesia,0.56667,123.9,Yes,
Diplacodes,trivialis,Indonesia,0.71111,103.71806,Yes,
Diplacodes,trivialis,Indonesia,1.05,116.95,Yes,
Diplacodes,trivialis,Indonesia,1.121,97.618,Yes,
Diplacodes,trivialis,Indonesia,1.289,97.614,Yes,
Diplacodes,trivialis,Indonesia,1.39075,124.77774,Yes,
Diplacodes,trivialis,Indonesia,1.51667,125.18333,Yes,
Diplacodes,trivialis,Indonesia,1.74016,98.78117,Yes,
Diplacodes,trivialis,Indonesia,2.09104,96.64651,Yes,
Diplacodes,trivialis,Indonesia,2.2888,98.4197,Yes,
Diplacodes,trivialis,Indonesia,2.30901,128.45615,Yes,
Diplacodes,trivialis,Indonesia,2.4004,96.475,Yes,
Diplacodes,trivialis,Indonesia,2.4085,96.32549,Yes,
Diplacodes,trivialis,Indonesia,2.4803,96.3801,Yes,
Diplacodes,trivialis,Indonesia,2.4964,96.3635,Yes,
Diplacodes,trivialis,Indonesia,2.5132,99.2794,Yes,
Diplacodes,trivialis,Indonesia,2.5164,96.387,Yes,
Diplacodes,trivialis,Indonesia,2.5605,99.2912,Yes,
Diplacodes,trivialis,Indonesia,2.583333,96.083333,Yes,
Diplacodes,trivialis,Indonesia,2.5929,99.438,Yes,
Diplacodes,trivialis,Indonesia,2.6798,98.8872,Yes,
Diplacodes,trivialis,Indonesia,2.7079,95.7304,Yes,
Diplacodes,trivialis,Indonesia,2.8748,95.8959,Yes,
Diplacodes,trivialis,Indonesia,2.9169,98.1995,Yes,
Diplacodes,trivialis,Indonesia,2.9752,95.3946,Yes,
Diplacodes,trivialis,Indonesia,3.2726,98.5494,Yes,
Diplacodes,trivialis,Indonesia,3.55856,98.65954,Yes,
Diplacodes,trivialis,Indonesia,3.5598,98.6567,Yes,
Diplacodes,trivialis,Indonesia,3.56009,98.66002,Yes,
Diplacodes,trivialis,Indonesia,3.56106,98.65504,Yes,
Diplacodes,trivialis,Indonesia,3.56123,98.64997,Yes,
Diplacodes,trivialis,Indonesia,3.56426,98.65897,Yes,
Diplacodes,trivialis,Indonesia,3.56435,98.65684,Yes,
Diplacodes,trivialis,Indonesia,3.56576,98.65444,Yes,
Diplacodes,trivialis,Indonesia,3.575,98.2856,Yes,
Diplacodes,trivialis,Indonesia,3.58333,98.66667,Yes,
Diplacodes,trivialis,Indonesia,3.6001,98.4854,Yes,
Diplacodes,trivialis,Indonesia,5.819,95.3,Yes,
Diplacodes,trivialis,Malaysia,1.2863,110.416,Yes,
Diplacodes,trivialis,Malaysia,1.2929,110.0862,Yes,
Diplacodes,trivialis,Malaysia,1.4104,110.4038,Yes,
Diplacodes,trivialis,Malaysia,1.5065,110.2992,Yes,
Diplacodes,trivialis,Malaysia,1.591,110.2211,Yes,
Diplacodes,trivialis,Malaysia,1.78933,103.94248,Yes,
Diplacodes,trivialis,Malaysia,1.8,109.683,Yes,
Diplacodes,trivialis,Malaysia,1.84832,102.96045,Yes,
Diplacodes,trivialis,Malaysia,2.01542,113.02845,Yes,
Diplacodes,trivialis,Malaysia,2.06478,113.67565,Yes,
Diplacodes,trivialis,Malaysia,2.208,114.662,Yes,
Diplacodes,trivialis,Malaysia,2.29768,113.69733,Yes,
Diplacodes,trivialis,Malaysia,2.438915,103.272858,Yes,
Diplacodes,trivialis,Malaysia,2.48972,102.2375,Yes,
Diplacodes,trivialis,Malaysia,2.53168,103.41682,Yes,
Diplacodes,trivialis,Malaysia,2.55263,103.75557,Yes,
Diplacodes,trivialis,Malaysia,2.77905,104.16992,Yes,
Diplacodes,trivialis,Malaysia,2.81954,104.17981,Yes,
Diplacodes,trivialis,Malaysia,2.85708,101.61727,Yes,
Diplacodes,trivialis,Malaysia,2.8575,101.4089,Yes,
Diplacodes,trivialis,Malaysia,2.85842,101.61138,Yes,
Diplacodes,trivialis,Malaysia,2.8783,101.3764,Yes,
Diplacodes,trivialis,Malaysia,2.89089,102.2205,Yes,
Diplacodes,trivialis,Malaysia,2.9014,101.3528,Yes,
Diplacodes,trivialis,Malaysia,2.9089,101.3564,Yes,
Diplacodes,trivialis,Malaysia,2.91772,102.26852,Yes,
Diplacodes,trivialis,Malaysia,2.9391,113.1185,Yes,
Diplacodes,trivialis,Malaysia,3.055,102.629,Yes,
Diplacodes,trivialis,Malaysia,3.13333,101.68333,Yes,
Diplacodes,trivialis,Malaysia,3.1462,115.4776,Yes,
Diplacodes,trivialis,Malaysia,3.16664,101.58079,Yes,
Diplacodes,trivialis,Malaysia,3.1947,101.9879,Yes,
Diplacodes,trivialis,Malaysia,3.195,114.686,Yes,
Diplacodes,trivialis,Malaysia,3.2035,115.3922,Yes,
Diplacodes,trivialis,Malaysia,3.2298,115.4069,Yes,
Diplacodes,trivialis,Malaysia,3.241,114.335,Yes,
Diplacodes,trivialis,Malaysia,3.256,114.295,Yes,
Diplacodes,trivialis,Malaysia,3.3473,113.1556,Yes,
Diplacodes,trivialis,Malaysia,3.35852,101.21938,Yes,
Diplacodes,trivialis,Malaysia,3.4661,101.4421,Yes,
Diplacodes,trivialis,Malaysia,3.5417,114.2295,Yes,
Diplacodes,trivialis,Malaysia,3.6181,101.3609,Yes,
Diplacodes,trivialis,Malaysia,3.64,101.3458,Yes,
Diplacodes,trivialis,Malaysia,3.73519,115.50679,Yes,
Diplacodes,trivialis,Malaysia,3.75006,115.45064,Yes,
Diplacodes,trivialis,Malaysia,3.9754,115.0683,Yes,
Diplacodes,trivialis,Malaysia,4.0053,100.5467,Yes,
Diplacodes,trivialis,Malaysia,4.0894,115.4697,Yes,
Diplacodes,trivialis,Malaysia,4.1788,114.3223,Yes,
Diplacodes,trivialis,Malaysia,4.1982,114.043,Yes,
Diplacodes,trivialis,Malaysia,4.2319,100.5517,Yes,
Diplacodes,trivialis,Malaysia,4.2667,101.2333,Yes,
Diplacodes,trivialis,Malaysia,4.319,113.9929,Yes,
Diplacodes,trivialis,Malaysia,4.38492,102.39837,Yes,
Diplacodes,trivialis,Malaysia,4.41396,101.38419,Yes,
Diplacodes,trivialis,Malaysia,4.433,101.383,Yes,
Diplacodes,trivialis,Malaysia,4.4529,115.5595,Yes,
Diplacodes,trivialis,Malaysia,4.566,102.58189,Yes,
Diplacodes,trivialis,Malaysia,4.6778,101.5583,Yes,
Diplacodes,trivialis,Malaysia,4.697,103.412,Yes,
Diplacodes,trivialis,Malaysia,4.7269,101.5444,Yes,
Diplacodes,trivialis,Malaysia,4.767,100.933,Yes,
Diplacodes,trivialis,Malaysia,4.7875,101.4456,Yes,
Diplacodes,trivialis,Malaysia,4.84575,102.72119,Yes,
Diplacodes,trivialis,Malaysia,4.85,100.733,Yes,
Diplacodes,trivialis,Malaysia,4.8617,100.8,Yes,
Diplacodes,trivialis,Malaysia,4.8991,102.0747,Yes,
Diplacodes,trivialis,Malaysia,5.09138,117.03646,Yes,
Diplacodes,trivialis,Malaysia,5.204,100.932,Yes,
Diplacodes,trivialis,Malaysia,5.20926,100.613,Yes,
Diplacodes,trivialis,Malaysia,5.21442,118.7198,Yes,
Diplacodes,trivialis,Malaysia,5.3203,115.2112,Yes,
Diplacodes,trivialis,Malaysia,5.38366,100.50573,Yes,
Diplacodes,trivialis,Malaysia,5.38367,100.24654,Yes,
Diplacodes,trivialis,Malaysia,5.4138,100.78124,Yes,
Diplacodes,trivialis,Malaysia,5.43996,100.28833,Yes,
Diplacodes,trivialis,Malaysia,5.44808,100.72775,Yes,
Diplacodes,trivialis,Malaysia,5.46373,100.24174,Yes,
Diplacodes,trivialis,Malaysia,5.591,102.612,Yes,
Diplacodes,trivialis,Malaysia,5.5992,101.8087,Yes,
Diplacodes,trivialis,Malaysia,5.63014,102.48061,Yes,
Diplacodes,trivialis,Malaysia,5.680556,98.940833,Yes,
Diplacodes,trivialis,Malaysia,5.7296,101.4494,Yes,
Diplacodes,trivialis,Malaysia,5.73132,102.56092,Yes,
Diplacodes,trivialis,Malaysia,5.7963,116.4097,Yes,
Diplacodes,trivialis,Malaysia,5.8,102.45,Yes,
Diplacodes,trivialis,Malaysia,5.950992,102.445415,Yes,
Diplacodes,trivialis,Malaysia,5.954,116.664,Yes,
Diplacodes,trivialis,Malaysia,5.98584,116.57779,Yes,
Diplacodes,trivialis,Malaysia,6.00731,116.54257,Yes,
Diplacodes,trivialis,Malaysia,6.0167,102.4167,Yes,
Diplacodes,trivialis,Malaysia,6.04802,116.70346,Yes,
Diplacodes,trivialis,Malaysia,6.0833,102.2833,Yes,
Diplacodes,trivialis,Malaysia,6.1333,102.25,Yes,
Diplacodes,trivialis,Malaysia,6.177,116.231,Yes,
Diplacodes,trivialis,Malaysia,6.20087,115.59729,Yes,
Diplacodes,trivialis,Malaysia,6.29,99.743,Yes,
Diplacodes,trivialis,Malaysia,6.297131,99.721756,Yes,
Diplacodes,trivialis,Malaysia,6.30543,99.8511,Yes,
Diplacodes,trivialis,Malaysia,6.31252,99.85398,Yes,
Diplacodes,trivialis,Malaysia,6.326,99.843,Yes,
Diplacodes,trivialis,Malaysia,6.361152,99.79268,Yes,
Diplacodes,trivialis,Malaysia,6.36332,99.79171,Yes,
Diplacodes,trivialis,Malaysia,6.369,99.819,Yes,
Diplacodes,trivialis,Malaysia,6.372,99.77572,Yes,
Diplacodes,trivialis,Malaysia,6.38222,99.67333,Yes,
Diplacodes,trivialis,Malaysia,6.416,99.67,Yes,
Diplacodes,trivialis,Malaysia,6.425,99.795,Yes,
Diplacodes,trivialis,Malaysia,6.435,99.707,Yes,
Diplacodes,trivialis,Malaysia,6.62815,100.18714,Yes,
